geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,national_rank
24,Maryland,137693,37200,3536,3283,7076,5453,17852,100493,3228,1948,745,593,973,635,1325,3095,37200,0,Pass,137693,0,Pass,27.01662393876232,0.052365591397849465,FALSE,FALSE,FALSE,3.183601904742276,35252,39148,1.2650473103324582,9.50537634408602,1.9398454111459122,8.825268817204302,1.5256265845114656,19.021505376344088,2.418503292880268,14.658602150537634,1.5246615198566824,47.98924731182796,2.524187630831983,25.75157662842986,28.281671249094778,2.8467441259555835,Retained,7.565530932940108,11.445221755231932,12.407107597508292,Retained,7.299642232692836,10.350895401715768,10.50976603898832,Retained,16.60300208346382,21.440008669224355,7.729911859322402,Retained,13.133940630680952,16.183263670394318,6.323443243978451,Retained,45.46505968099598,50.51343494265994,3.1977936749452907,Retained,2024,2020-2024,ACS five-year,42
09,Connecticut,58947,15662,1629,1177,2699,3072,7085,43285,2078,1281,411,336,685,623,831,1694,15662,0,Pass,58947,0,Pass,26.56963034590395,0.08179032052100625,FALSE,FALSE,FALSE,4.972498414499914,14381,16943,1.960930991222564,10.400970501851615,2.482471245802032,7.515004469416422,2.055382468347667,17.232792746775637,4.140305950948376,19.614353211594942,3.6399278682681815,45.23687907036138,3.802939116613783,24.608699354681384,28.530561337126514,4.486932552319317,Retained,7.918499256049584,12.883441747653647,14.510524317333537,Retained,5.459622001068755,9.57038693776409,16.627851904932758,Retained,13.092486795827261,21.37309869772401,14.606612671965143,Retained,15.974425343326761,23.254281079863123,11.282141150958402,Retained,41.4339399537476,49.03981818697517,5.1109246809306645,Retained,2024,2020-2024,ACS five-year,43
33,New Hampshire,21457,5647,816,515,920,750,2646,15810,1383,677,238,220,265,194,504,1123,5647,0,Pass,21457,0,Pass,26.317751782635035,0.11988666548609882,FALSE,FALSE,FALSE,7.28859173373947,4970,6324,2.6603630044104083,14.450150522401275,3.8421271475057335,9.1198866654861,3.7393065152282254,16.291836373295553,4.266975727667221,13.28138834779529,3.0441808929865126,46.85673809102178,6.935488431242767,23.65738877822463,28.978114787045442,6.1456080187055,Retained,10.608023374895541,18.29227766990701,16.164865859207854,Retained,5.380580150257874,12.859193180714325,24.92724993117027,Retained,12.024860645628332,20.558812100962776,15.922925972231775,Retained,10.237207454808777,16.325569240781803,13.934767382761176,Retained,39.921249659779015,53.79222652226455,8.998657922428022,Retained,2024,2020-2024,ACS five-year,44
44,Rhode Island,19967,5226,563,653,852,865,2293,14741,1380,947,343,281,311,377,620,1217,5226,0,Pass,19967,0,Pass,26.173185756498224,0.18120933792575583,FALSE,FALSE,FALSE,11.016745499817176,4279,6173,4.384307359644581,10.773057787983161,6.266290220217494,12.49521622655951,4.876975076969149,16.303099885189436,5.16593022032448,16.551856104094913,6.5608448641761505,43.87676999617298,8.805240327904768,21.788878396853644,30.557493116142805,10.183970867341577,Retained,4.506767567765667,17.039348008200655,35.36260572529926,Percentage MOE exceeds 50% of estimate,7.618241149590361,17.37219130352866,23.729003671057043,Retained,11.137169664864956,21.469030105513916,19.26420492264098,Retained,9.9910112399187625,23.112700968271064,24.09826688441505,Retained,35.07152966826821,52.68201032407775,12.200547156141276,Retained,2024,2020-2024,ACS five-year,45
36,New York,391560,97966,8092,7739,19122,15611,47402,293594,6002,2848,753,862,1318,1213,2145,5128,97966,0,Pass,391560,0,Pass,25.01940954132189,0.02907131045464753,FALSE,FALSE,FALSE,1.7674101803531013,95118,100814,0.6180251626580308,8.260008574403365,0.7301617507929854,7.899679480636139,0.8493985775511594,19.519016801747547,1.2198418817201613,15.935120347875795,1.1482579215651318,48.386174795337155,1.6779157633258754,24.40138437866386,25.637434703979924,1.5017645372916368,Retained,7.529846823610379,8.99017032519635,5.374169055597117,Retained,7.050280903084979,8.749078058187298,6.536944562170795,Retained,18.299174920027387,20.738858683467708,3.7994291073999364,Retained,14.786862426310662,17.083378269440928,4.380834489934608,Retained,46.70825903201128,50.06409055866303,2.108247564518619,Retained,2024,2020-2024,ACS five-year,46
49,Utah,63739,14948,1495,897,3773,1966,6817,48791,2240,1218,350,221,613,411,789,1739,14948,0,Pass,63739,0,Pass,23.451889737837117,0.08148247257158148,FALSE,FALSE,FALSE,4.953782588095631,13730,16166,1.7240473711675954,10.001337971635001,2.195056441708523,6.000802782981001,1.3952626545598745,25.24083489430024,3.547856546284516,13.15226117206315,2.5320800261483822,45.6047631790206,3.7485807433598106,21.72784236666952,25.175937109004714,4.469347202113924,Retained,7.806281529926478,12.196394413343524,13.34321031799382,Retained,4.605540128421127,7.396065437540876,14.135766393736397,Retained,21.69297834801572,28.788691440584756,8.545452775191825,Retained,10.620181145914769,15.684341198211532,11.70441592289914,Retained,41.85618243566079,49.35334392238041,4.997230802301118,Retained,2024,2020-2024,ACS five-year,47
25,Massachusetts,119994,27413,2488,1521,4489,5246,13669,92581,3278,1923,570,403,700,642,1187,2899,27413,0,Pass,119994,0,Pass,22.845308932113273,0.07014919928501076,FALSE,FALSE,FALSE,4.2647684958462495,25490,29336,1.4760677907775364,9.075985846131397,1.97943386395742,5.548462408346405,1.4176450890794743,16.37544230839383,2.2805621124623023,19.136905847590562,1.9190126750236736,49.86320358953781,2.5523301128531175,21.369241141335735,24.32137672289081,3.928095262072274,Retained,7.0965519821739775,11.055419710088817,13.259279612289989,Retained,4.1308173192669315,6.966107497425879,15.533438882735359,Retained,14.094880195931527,18.65600442085613,8.46684499117255,Retained,17.21789317256689,21.055918522614235,6.096475969509007,Retained,47.31087347668469,52.41553370239093,3.111927067856438,Retained,2024,2020-2024,ACS five-year,48
34,New Jersey,183472,40539,3207,2625,7165,6998,20544,142933,4464,2258,484,421,765,912,1684,3898,40539,0,Pass,183472,0,Pass,22.095469608441615,0.055699449912430005,FALSE,FALSE,FALSE,3.3862861107989226,38281,42797,1.1070792419167657,7.9109006142233405,1.1096254650189763,6.475246059350255,0.9738654079145947,17.674338291521742,1.6099366506747494,17.26238930412689,2.0338613026911916,50.677125730777774,3.0476797757211926,20.98839036652485,23.20254885035838,3.0461284621615725,Retained,6.801275149204364,9.020526079242316,8.52752948392072,Retained,5.50138065143566,7.449111467264849,9.143561845796944,Retained,16.06440164084699,19.284274942196493,5.5378140305958485,Retained,15.2285280014357,19.296250606818084,7.1629706198114365,Retained,47.62944595505658,53.72480550649897,3.65620132241188,Retained,2024,2020-2024,ACS five-year,49
15,Hawaii,52307,10432,941,688,1660,1468,5675,41875,1748,892,238,174,314,335,717,1608,10432,0,Pass,52307,0,Pass,19.94379337373583,0.08550613496932516,FALSE,FALSE,FALSE,5.198403892497109,9540,11324,1.5696830227349634,9.020322085889571,2.1471105254322995,6.595092024539877,1.5697238946998309,15.912576687116564,2.6848874428818665,14.072085889570552,2.977325064322765,54.39992331288344,5.059897461946529,18.374110351000866,21.513476396470793,4.784944868433928,Retained,6.873211560457271,11.167432611321871,14.471218437401324,Retained,5.0253681298400465,8.164815919239707,14.470220619317194,Retained,13.227689244234698,18.597464129998432,10.257896605367005,Retained,11.094760825247787,17.049410953893318,12.862948164768579,Retained,49.34002585093691,59.459820774829964,5.654785969220077,Retained,2024,2020-2024,ACS five-year,50
06,California,1067698,209799,18624,17380,39646,32093,102056,857899,10020,4504,1223,1090,1813,1819,3504,8302,209799,0,Pass,1067698,0,Pass,19.649657487416857,0.021468167150463062,FALSE,FALSE,FALSE,1.305171888774784,205295,214303,0.37940128051809047,8.877068050848669,0.550907593066113,8.284119562057016,0.48815786924564186,18.89713487671533,0.7630147294388687,15.297022388095272,0.8024203026924317,48.64465512228371,1.3034113718448592,19.270256206898765,20.02905876793495,1.173860667417513,Retained,8.326160457782557,9.427975643914781,3.772957839661851,Retained,7.795961692811375,8.772277431302658,3.582503963591847,Retained,18.134120147276462,19.6601496061542,2.4547637546009904,Retained,14.494602085402839,16.099442690787704,3.189097150476992,Retained,47.34124375043885,49.94806649412857,1.628992633029428,Retained,2024,2020-2024,ACS five-year,51
